Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Label
74,34,36,51,56,17,38,100,84,47,-1
26,67,36,31,93,26,66,92,47,15,1
94,69,64,39,17,9,36,33,13,90,1
12,94,23,81,17,9,75,42,68,39,0
59,66,73,50,73,1,47,78,35,86,0
65,23,32,18,29,46,58,56,25,83,0
60,39,76,24,89,21,96,96,13,99,1
10,18,0,3,54,43,26,61,10,82,-1
82,10,56,36,65,77,77,2,53,59,0
22,3,42,99,42,46,78,4,66,61,0
8,89,49,66,57,89,10,63,63,37,0
81,57,88,2,84,63,98,98,73,97,1
62,93,20,77,34,88,59,63,28,13,-1
89,17,95,12,3,49,63,7,22,45,-1
36,72,47,46,38,83,64,60,70,5,1
17,46,62,50,93,31,46,97,70,73,0
81,45,24,18,72,13,75,60,61,9,0
84,38,14,48,59,7,54,61,5,49,0
76,17,38,83,22,26,94,89,100,6,0
25,3,45,76,63,39,86,61,8,12,-1
75,76,46,32,59,73,60,2,23,15,0
93,76,67,52,98,22,66,88,50,28,-1
50,69,13,23,100,63,83,68,19,31,1
14,70,21,43,43,35,21,52,65,84,0
98,88,74,72,25,22,92,40,41,8,1
39,37,70,95,92,67,69,58,96,89,-1
59,32,41,95,9,91,13,25,40,69,0
8,9,85,74,73,4,30,76,65,17,-1
88,64,33,72,100,72,89,18,64,24,-1
92,43,31,100,62,20,73,76,77,22,0
18,0,58,64,13,22,81,40,25,83,-1
55,71,53,63,7,46,4,25,71,83,0
60,60,54,51,16,71,11,52,77,8,-1
45,69,61,95,51,32,34,88,3,54,1
87,12,17,42,21,20,89,30,21,20,0
80,25,86,17,88,53,69,42,16,9,1
7,42,29,4,9,96,41,37,95,53,-1
98,92,64,6,62,46,35,72,92,94,0
7,45,58,58,10,4,98,87,36,35,0
70,32,27,61,28,60,100,98,76,3,0
58,94,8,94,34,47,46,30,55,0,1
90,47,72,31,71,70,55,21,16,35,1
41,64,2,16,20,75,24,47,43,82,0
52,33,8,34,63,93,5,89,80,32,0
14,96,64,37,25,36,71,68,77,51,-1
69,61,74,45,49,59,5,60,72,91,1
69,86,45,92,91,60,38,27,45,60,-1
72,40,8,29,33,10,17,100,58,69,0
24,17,65,34,13,27,14,73,7,32,1
39,78,96,51,52,58,8,87,40,70,0
74,19,87,77,68,33,39,36,47,85,1
48,90,1,68,97,95,20,39,20,4,1
42,65,85,87,17,95,44,13,41,29,-1
37,76,58,82,48,65,32,9,62,95,1
32,19,47,57,39,93,39,7,15,18,0
7,13,79,44,65,93,96,41,33,74,-1
19,14,5,70,47,64,41,61,32,48,1
80,22,24,86,18,4,63,59,81,88,1
67,8,32,4,11,66,64,6,74,83,-1
34,75,21,92,24,88,13,72,99,30,0
17,48,95,62,4,76,5,97,18,49,-1
27,62,49,39,88,46,82,18,60,96,1
74,33,57,80,95,54,62,67,11,32,1
80,89,43,95,63,24,42,80,58,61,-1
28,26,5,54,82,92,16,0,32,87,0
25,33,50,39,16,93,97,15,57,83,-1
45,1,67,68,39,36,89,50,10,20,-1
83,32,64,42,46,92,79,86,74,15,1
61,89,32,61,14,70,36,29,38,100,1
45,88,39,86,75,16,21,36,29,49,-1
16,97,76,63,84,4,48,10,46,52,0
99,51,3,2,86,53,0,87,38,56,1
89,0,14,97,43,60,65,29,59,58,1
97,70,95,72,61,60,24,58,19,97,-1
97,66,97,8,86,96,92,16,17,98,0
68,4,78,19,45,60,62,25,90,81,-1
36,89,45,32,20,11,60,56,97,55,1
17,9,84,19,82,69,75,84,17,50,1
26,70,49,68,40,72,29,29,82,2,-1
1,71,51,40,67,0,7,2,4,22,0
64,29,54,31,74,71,6,27,54,18,1
37,91,5,67,0,91,13,27,55,43,1
55,20,14,70,26,82,50,28,55,50,0
23,62,3,0,0,81,95,43,28,46,-1
99,22,36,15,15,34,92,79,50,18,0
95,55,41,61,9,72,80,100,46,64,1
39,10,48,88,72,32,65,45,44,8,-1
31,27,72,19,57,69,99,78,89,8,0
11,25,79,87,50,8,61,79,95,74,-1
55,28,75,85,34,43,59,58,60,59,-1
69,42,3,66,98,89,76,78,65,35,-1
46,73,28,42,87,12,69,66,47,37,0
75,3,49,57,88,50,84,94,26,49,1
78,46,89,71,30,32,64,13,19,39,1
13,78,13,77,42,76,0,75,10,92,-1
10,25,74,64,88,80,68,47,53,14,1
55,28,55,29,73,81,56,10,78,37,-1
10,48,75,70,97,73,57,58,25,6,0
24,36,59,63,84,46,78,46,51,8,1
49,62,2,63,63,15,90,11,26,39,1
3,70,79,36,65,35,67,71,42,67,0
83,36,5,66,4,1,44,43,85,50,-1
55,71,40,20,82,92,83,35,25,11,0
37,75,79,34,88,77,69,50,76,34,-1
9,37,97,70,26,26,28,1,78,39,0
98,43,40,64,91,28,45,35,63,97,-1
88,47,98,40,57,49,94,71,76,72,-1
19,26,9,80,9,27,20,30,48,21,1
76,51,80,56,84,94,22,36,12,22,1
87,13,21,19,6,60,74,92,37,74,-1
2,98,38,61,55,84,68,7,12,38,-1
99,89,57,39,29,46,59,92,71,69,1
14,31,44,73,1,92,86,40,24,45,-1
99,86,37,17,27,54,73,39,97,75,1
87,45,31,57,97,55,73,15,3,71,0
89,79,12,64,49,4,38,40,13,62,1
43,61,39,31,25,58,16,88,25,2,1
79,4,40,7,37,32,13,90,91,36,0
71,39,76,100,20,21,99,51,4,44,-1
74,56,89,27,66,57,88,12,89,17,-1
60,100,19,38,83,46,19,11,78,38,-1
3,70,100,96,46,22,14,67,98,99,-1
52,88,89,1,78,10,41,8,83,2,1
12,70,26,95,96,46,6,49,55,57,0
85,25,62,9,78,58,42,97,80,8,-1
14,48,81,83,2,79,28,33,57,16,-1
7,19,51,87,33,11,79,25,54,3,-1
16,15,60,51,22,56,75,26,4,33,0
14,17,24,21,90,34,92,53,24,29,0
44,6,8,87,0,99,93,51,39,24,1
54,8,64,92,89,33,28,23,59,74,1
90,81,40,49,62,64,0,9,74,40,1
38,58,51,51,26,84,90,81,84,14,0
28,52,80,96,100,93,32,25,10,5,-1
32,86,78,5,5,8,58,9,23,50,-1
25,54,72,87,58,15,76,99,5,95,-1
53,16,53,83,75,38,56,100,35,94,-1
74,35,31,89,97,42,87,83,51,15,0
64,22,88,81,48,9,26,43,37,15,-1
40,75,87,54,3,2,62,82,85,22,1
69,67,16,12,27,94,32,22,69,54,0
35,3,7,43,31,71,39,0,14,58,0
62,58,48,51,97,46,17,24,97,20,-1
93,48,34,31,50,34,61,11,89,23,1
32,71,51,27,9,3,28,58,16,6,-1
42,12,30,82,92,5,85,69,31,60,0
36,88,8,24,5,39,84,26,92,49,1
30,9,12,12,72,69,71,85,100,10,1
27,64,88,84,36,91,96,8,70,71,-1
29,16,55,90,55,45,76,59,5,41,1
56,91,63,77,65,49,77,8,47,54,-1
7,36,53,68,55,25,73,59,31,97,-1
82,10,35,50,7,9,96,70,68,25,-1
37,61,85,86,1,9,15,99,37,47,0
78,75,24,96,1,8,87,24,84,66,-1
27,63,62,90,62,80,39,81,17,61,-1
88,62,51,64,31,56,86,40,36,60,-1
72,21,85,72,61,11,61,92,37,98,1
73,11,78,22,94,69,67,52,52,23,0
37,50,18,65,80,0,73,67,49,69,-1
62,48,31,90,52,44,63,86,74,36,1
8,78,84,48,11,49,65,64,67,64,0
70,23,18,53,17,76,86,15,1,66,-1
78,25,25,15,53,1,76,67,80,32,-1
54,29,28,28,88,88,13,30,50,47,0
28,41,56,22,17,32,92,46,4,0,1
26,48,51,36,65,49,41,3,37,4,-1
22,23,100,7,93,46,20,53,23,35,1
2,78,96,41,83,90,1,46,49,95,1
53,91,76,15,6,26,26,77,74,2,0
76,14,33,82,76,76,27,32,37,49,0
62,79,73,65,46,13,77,42,82,76,0
98,77,87,94,73,97,86,17,82,42,0
68,31,0,26,59,71,97,1,75,99,-1
32,12,9,95,77,21,69,30,71,19,0
62,35,31,97,43,51,59,6,69,40,1
53,2,58,77,34,73,54,17,22,28,0
96,81,54,63,13,46,18,21,51,12,1
17,69,15,99,30,95,91,80,28,5,0
94,82,70,39,31,28,11,10,50,6,-1
67,32,93,17,10,67,0,69,16,7,1
32,12,94,53,24,58,42,25,93,0,0
71,44,53,26,49,75,0,82,58,71,1
38,97,59,92,86,71,40,65,50,35,-1
18,68,48,41,45,54,12,86,41,97,0
81,73,92,79,86,87,69,73,34,88,0
34,73,97,52,41,65,96,74,10,75,-1
74,18,37,64,12,49,18,64,2,88,1
27,33,2,62,68,90,5,16,29,73,1
82,71,3,37,99,80,2,11,41,56,-1
81,8,78,81,96,50,63,31,87,85,1
53,39,46,94,69,52,85,23,94,39,0
34,34,31,14,37,48,3,22,63,2,-1
71,76,70,8,8,0,27,44,51,37,-1
17,12,70,95,89,1,22,79,18,65,-1
46,100,39,53,72,18,20,61,32,72,1
92,50,9,44,42,12,48,11,5,9,0
17,27,82,68,57,66,38,15,98,100,-1
82,34,50,88,64,91,45,95,8,29,1
99,90,60,2,11,61,76,95,100,79,0
69,56,99,87,86,8,20,30,69,44,1
35,9,90,73,82,15,89,10,64,17,-1
7,84,6,86,62,83,29,13,22,13,1
25,57,19,59,58,30,11,70,29,69,0
97,70,3,41,50,78,62,64,91,13,0
71,13,22,14,12,29,91,100,61,79,0
87,52,70,29,93,29,43,61,65,96,1
44,34,87,97,6,91,77,78,14,34,1
59,96,96,74,68,94,79,75,40,0,1
2,33,51,77,70,13,53,83,73,40,0
7,19,16,0,99,49,9,84,40,97,-1
44,36,91,76,81,47,7,60,66,80,-1
92,66,68,87,41,26,52,67,37,48,1
3,13,63,18,62,61,84,89,52,14,1
24,74,88,98,99,34,95,88,72,8,1
98,4,5,57,16,28,73,10,60,27,0
30,91,97,38,19,92,83,4,89,8,1
61,3,77,16,45,87,20,0,69,35,-1
70,8,61,38,55,82,24,6,2,64,1
81,57,38,39,88,23,16,40,49,7,0
84,89,66,55,21,65,12,97,97,99,0
11,30,77,47,69,96,57,68,4,62,-1
49,13,7,47,37,57,32,9,2,20,-1
60,81,24,76,45,0,16,19,31,93,-1
28,93,10,89,100,53,29,78,42,11,1
94,49,73,89,73,71,41,8,57,61,-1
62,11,58,45,93,14,59,43,55,98,0
71,49,70,87,36,31,50,50,76,46,0
0,59,20,98,70,83,15,29,2,32,0
60,66,96,89,22,5,82,98,67,60,0
99,28,100,3,66,42,19,38,16,68,0
48,0,57,27,7,64,74,71,26,43,1
71,70,41,42,61,36,12,24,89,81,1
49,56,87,49,90,25,56,82,27,59,-1
47,53,55,31,77,20,85,81,71,72,1
43,22,11,50,76,59,6,39,55,93,-1
45,65,31,29,19,95,69,6,88,92,1
100,80,65,31,91,50,36,79,63,20,-1
20,9,18,82,11,47,96,17,64,26,-1
87,93,76,87,99,1,92,5,68,57,-1
4,26,6,8,29,20,51,8,93,92,1
65,68,42,96,2,81,72,43,19,64,-1
74,24,91,63,35,15,8,4,9,56,1
85,78,6,31,74,87,71,55,85,29,1
60,90,53,20,55,25,33,64,22,15,-1
63,73,22,5,11,90,11,79,98,75,1
72,39,17,65,23,74,21,76,81,45,0
47,79,87,69,29,44,32,77,21,0,0
44,38,53,1,99,70,36,42,1,82,0
94,11,14,39,29,41,53,50,2,51,0
62,36,30,37,70,64,78,37,45,7,-1
55,97,99,92,93,74,67,73,99,47,1
2,26,28,35,79,67,19,70,60,73,0
88,42,84,68,4,69,32,6,0,34,-1
27,50,51,49,94,4,15,3,78,66,0
15,76,36,76,44,65,60,13,18,52,-1
91,86,69,72,84,94,43,68,12,5,0
80,59,26,37,17,83,40,54,27,82,0
51,13,70,13,36,66,11,35,58,35,0
22,87,25,62,57,67,25,28,10,3,1
32,76,26,43,5,58,3,6,40,2,-1
42,22,97,22,17,36,0,96,57,77,0
25,91,42,11,79,34,38,75,99,92,-1
68,30,11,49,49,40,76,78,61,67,-1
55,17,75,43,74,27,64,22,78,16,1
3,25,52,40,70,4,3,11,1,43,1
19,65,31,81,74,23,4,22,55,52,0
55,59,83,56,10,14,91,3,45,31,-1
94,90,19,5,90,10,66,52,0,81,0
62,59,71,68,68,53,33,85,79,16,1
97,7,26,20,88,10,78,55,14,39,-1
24,9,7,59,46,17,51,79,42,86,0
27,30,32,96,14,69,92,90,12,39,-1
88,3,62,86,14,42,40,30,88,94,1
80,2,11,87,85,70,18,11,82,60,1
19,53,97,24,93,7,83,57,68,85,0
16,81,10,19,31,6,43,76,96,59,-1
88,15,35,84,0,90,69,27,95,19,-1
51,43,13,7,65,66,23,33,24,54,1
38,55,65,42,46,13,66,68,23,51,1
43,84,72,80,36,41,76,59,21,49,1
87,67,63,17,56,52,11,87,98,80,-1
29,90,43,86,30,11,99,13,39,4,-1
18,55,67,23,82,56,83,59,64,95,1
26,86,52,92,63,1,71,65,31,39,1
36,24,80,29,20,84,24,99,28,9,-1
24,20,33,98,2,43,67,40,88,43,-1
98,99,98,70,23,14,53,9,16,19,-1
80,4,8,78,13,23,3,96,41,15,-1
64,62,93,15,40,84,99,37,14,51,0
85,72,41,31,43,76,16,6,14,22,1
94,7,1,20,45,23,51,44,93,91,-1
18,4,49,22,39,19,10,69,95,31,1
48,33,44,0,52,52,62,8,90,36,1
86,67,12,72,100,32,29,3,75,89,0
93,48,7,5,100,77,31,86,70,20,0
10,63,67,23,14,48,58,93,50,15,-1
7,83,0,41,7,0,0,85,33,94,1
80,89,23,59,73,30,86,79,89,89,1
84,69,53,61,29,2,69,49,84,42,-1
91,61,42,45,16,28,1,46,44,76,-1
83,89,19,7,31,80,47,86,86,57,0
64,47,70,46,56,100,16,1,55,80,0
94,51,22,25,100,26,29,38,36,58,0
70,43,98,47,59,64,77,58,56,55,0
46,53,34,54,44,2,56,60,44,2,1
40,28,93,6,46,7,30,1,74,75,0
73,65,7,31,82,59,10,93,41,30,-1
21,13,1,15,9,9,3,0,12,49,1
20,68,12,21,48,45,93,36,29,32,1
14,50,77,34,87,29,54,92,25,76,0
24,44,50,75,76,78,83,18,12,73,-1
46,66,20,54,1,45,28,56,16,53,1
89,71,46,44,17,59,28,43,83,24,0
8,35,9,20,14,70,27,43,61,89,0
23,66,40,11,70,42,57,51,59,82,1
85,4,14,80,81,39,36,98,57,80,1
89,57,79,14,50,49,40,69,38,18,0
28,12,85,43,64,20,22,79,28,44,-1
32,97,88,46,17,16,0,34,57,97,-1
88,62,4,57,25,84,57,22,23,40,0
11,53,57,41,48,96,68,7,66,76,-1
87,7,7,50,65,50,12,84,22,50,-1
30,52,44,75,22,49,62,64,81,39,1
20,93,48,13,6,0,33,98,70,100,1
44,85,26,73,54,74,91,34,54,60,-1
52,94,72,42,22,96,13,91,45,22,0
36,0,82,76,15,49,86,93,67,19,0
19,58,6,66,90,5,59,55,72,49,1
3,78,49,14,73,32,13,42,18,19,1
60,8,76,48,62,42,9,80,26,2,-1
49,53,23,5,13,84,16,17,49,79,0
60,4,3,54,8,95,78,0,45,51,-1
43,85,77,32,86,84,50,35,65,81,1
93,68,74,100,39,20,70,38,89,38,0
4,75,27,21,29,64,60,44,35,64,1
65,55,0,10,30,98,53,14,69,21,1
43,7,25,70,27,26,13,22,79,74,0
30,83,30,21,70,69,57,3,25,5,1
6,25,9,91,47,30,80,64,59,84,0
7,11,70,90,52,89,27,35,12,12,0
49,21,80,100,19,14,58,11,83,53,1
67,48,61,22,75,34,8,48,46,69,1
30,46,89,5,24,48,75,22,61,84,1
80,24,65,77,3,74,47,23,86,35,-1
82,76,23,94,65,18,60,8,46,31,1
49,75,61,25,6,61,36,38,51,3,-1
62,5,31,59,78,34,29,28,43,5,-1
41,92,28,16,42,98,62,69,59,27,-1
31,11,93,86,84,69,27,100,91,41,0
22,83,15,88,91,66,73,88,76,69,0
70,92,99,52,63,8,1,48,54,41,1
10,72,100,42,92,0,50,83,57,36,1
23,70,71,30,23,52,95,6,31,15,-1
59,64,92,73,70,52,73,32,72,70,-1
86,18,73,99,4,90,45,84,94,22,0
59,6,63,1,33,70,80,9,71,53,0
98,25,41,65,70,41,48,75,8,10,0
83,35,15,26,14,41,38,51,100,79,0
3,57,81,57,51,50,18,43,4,42,-1
56,66,76,26,2,2,50,6,21,48,1
69,84,24,33,70,27,2,96,19,38,0
12,26,34,20,10,54,6,5,16,20,-1
0,80,78,26,8,66,6,33,52,6,-1
71,78,22,40,65,27,14,97,11,15,1
62,96,81,93,80,63,94,22,62,100,0
86,5,4,42,29,3,63,74,74,25,0
44,41,88,72,74,8,92,49,89,2,-1
39,56,19,82,37,70,90,36,5,27,1
27,100,61,90,49,45,68,92,34,48,0
55,77,89,62,57,90,82,67,70,98,0
19,65,5,34,9,69,57,0,43,50,0
44,8,20,61,73,59,80,45,57,14,1
47,18,31,44,6,88,54,7,97,41,1
66,32,6,98,91,19,52,52,95,58,1
53,90,97,87,29,42,79,81,10,31,-1
8,55,84,22,9,60,55,31,33,56,1
87,0,79,1,38,38,3,41,37,77,-1
100,78,78,7,31,58,98,26,33,12,0
59,9,47,44,93,38,25,47,37,39,-1
65,54,81,62,9,93,72,33,94,17,0
75,100,28,28,36,63,85,69,94,21,0
11,94,73,11,73,77,63,62,19,95,-1
58,6,35,42,42,57,30,74,22,41,0
72,13,68,24,10,15,28,37,65,31,-1
76,63,55,29,52,89,99,96,90,71,1
21,54,9,35,12,97,80,50,5,23,1
31,96,78,62,50,99,27,77,26,69,0
34,55,46,5,83,32,57,3,75,34,0
38,88,88,98,69,63,15,93,62,27,1
88,21,36,25,18,22,85,47,60,53,0
93,3,2,66,18,38,93,72,79,13,-1
79,9,26,10,45,38,92,72,32,59,-1
78,43,55,63,60,75,72,62,14,61,1
55,76,27,26,43,48,20,69,34,7,-1
37,21,43,46,72,4,0,2,0,86,0
58,88,72,18,3,51,1,42,91,16,-1
24,45,58,6,30,30,76,29,97,40,0
31,28,97,97,96,14,72,40,3,16,1
93,5,23,63,8,67,92,25,78,97,1
13,31,92,91,28,64,40,56,57,53,-1
16,42,88,78,33,83,90,64,23,7,1
79,31,41,45,99,44,91,94,70,70,-1
83,11,3,45,6,69,70,50,29,10,1
19,28,14,68,76,61,68,50,70,57,0
0,41,61,87,18,5,3,34,38,30,-1
71,48,59,97,59,99,28,48,43,66,1
40,16,72,57,91,93,81,68,23,48,1
57,58,65,14,5,82,81,72,81,100,1
31,2,45,91,14,75,13,79,10,99,-1
23,11,37,47,46,36,77,88,62,51,0
13,73,20,92,6,2,84,82,32,38,-1
35,80,100,13,50,23,90,13,77,29,0
10,13,81,82,45,13,79,60,43,27,1
24,26,97,47,5,9,96,59,14,97,1
9,24,8,46,59,84,94,58,44,64,1
29,90,33,1,89,68,58,12,7,72,1
27,67,36,3,4,33,100,20,39,90,-1
38,36,64,18,20,46,30,37,60,89,1
65,66,66,0,79,82,97,27,60,27,-1
95,91,79,94,80,90,99,18,93,68,0
38,3,20,7,52,69,88,0,69,7,0
93,55,92,27,22,4,60,46,65,30,1
10,98,52,85,29,69,55,26,100,23,1
90,97,21,41,40,65,58,92,21,23,-1
100,15,79,81,49,82,64,50,67,20,-1
9,47,21,89,95,35,12,40,70,47,-1
6,12,75,20,22,12,85,34,8,47,-1
38,26,100,24,88,51,98,80,74,60,1
69,49,92,48,51,85,3,21,2,61,0
85,3,38,9,1,81,22,66,85,18,1
0,35,47,21,1,37,74,40,9,16,1
53,73,71,9,54,65,46,27,22,98,1
21,69,42,13,94,25,90,55,6,75,-1
70,84,21,52,11,46,19,6,46,78,-1
10,17,95,32,8,49,17,56,48,4,1
25,84,80,40,90,71,78,6,44,17,-1
50,44,97,72,46,63,9,42,86,27,-1
38,37,8,47,10,31,73,44,50,60,-1
50,16,87,74,0,10,72,79,54,3,1
7,11,30,43,1,91,25,74,23,69,0
91,71,47,20,14,80,96,87,37,20,-1
21,43,66,99,49,95,76,70,75,3,1
29,13,49,56,96,92,25,76,73,74,-1
66,55,98,63,23,100,47,93,14,36,-1
55,39,46,84,11,89,42,70,32,41,1
45,81,41,82,95,88,61,97,65,78,0
18,63,0,93,67,6,31,67,13,98,1
36,48,76,58,78,96,1,87,46,38,-1
6,87,32,78,24,52,20,56,44,81,0
62,72,77,17,13,54,15,91,28,36,1
58,76,75,97,35,21,93,95,85,55,0
28,61,78,25,22,57,55,69,33,71,-1
70,50,83,46,90,46,8,8,12,77,-1
100,46,92,8,64,0,23,96,33,23,-1
2,13,94,74,23,16,81,18,53,84,1
7,64,84,100,39,8,75,95,25,61,-1
21,90,2,29,14,9,19,13,73,46,-1
79,1,96,5,14,94,91,75,25,12,1
78,2,20,48,86,8,81,98,66,38,-1
32,42,44,64,37,44,27,77,67,93,1
98,57,64,82,88,31,32,91,39,94,1
83,50,45,55,46,51,31,45,91,8,0
79,99,2,62,47,37,90,78,76,5,-1
69,100,23,85,80,15,19,80,57,68,-1
10,83,8,23,9,69,77,94,62,2,-1
29,55,99,47,88,46,80,60,82,77,-1
4,32,71,53,69,26,40,40,21,31,0
14,88,77,28,32,87,7,60,81,37,0
52,51,9,69,81,50,27,29,17,95,1
4,1,56,6,55,84,76,25,43,21,0
87,10,56,64,64,40,38,70,78,73,1
23,42,22,56,40,14,35,98,35,1,0
11,47,23,14,70,26,44,89,1,37,1
5,56,5,32,2,48,87,100,27,0,0
64,45,62,16,34,63,91,43,83,38,-1
45,82,54,68,58,0,75,19,61,79,-1
92,20,65,41,79,85,57,26,26,59,-1
92,92,87,25,85,1,13,82,59,89,-1
40,5,99,65,26,4,57,7,68,44,1
16,90,100,100,77,79,7,80,99,100,0
61,43,93,9,79,69,10,76,11,34,0
2,30,72,66,16,35,45,8,32,39,-1
19,95,44,41,94,15,55,6,44,71,-1
81,46,66,45,24,3,57,18,12,20,-1
14,96,95,82,38,32,42,75,28,93,0
90,2,43,28,46,98,85,44,21,93,1
95,14,54,20,69,2,26,97,96,74,-1
97,37,62,38,54,4,14,14,51,63,0
9,85,92,14,68,66,35,3,27,58,-1
57,53,33,78,31,71,1,33,94,47,-1
85,81,50,54,20,19,88,79,12,92,-1
28,49,65,9,12,2,29,47,80,92,-1
48,41,46,58,85,53,69,13,48,38,0
64,80,9,97,83,31,54,84,23,100,0
7,62,6,73,47,72,69,5,85,38,-1
26,0,16,22,10,77,25,47,75,17,0
93,23,51,16,48,37,24,50,12,3,-1
78,15,54,26,79,15,85,64,43,3,1
88,63,50,24,62,38,28,74,98,26,1
7,17,100,32,100,2,53,63,4,25,0
93,20,20,84,3,22,95,88,17,6,0
72,58,14,39,86,74,100,85,45,72,-1
45,64,17,1,48,33,64,94,60,42,1
6,42,18,29,55,78,8,89,19,39,-1
19,90,21,59,62,89,31,25,23,13,0
3,7,69,89,56,30,74,2,48,59,-1
18,40,15,96,85,7,33,68,28,15,0
90,86,76,69,28,79,28,63,29,67,-1
37,64,66,90,69,85,98,69,36,23,1
90,99,34,7,68,68,85,59,61,20,0
24,71,74,13,63,60,52,87,10,25,-1
91,74,78,67,2,82,7,95,95,58,0
71,92,85,54,15,34,34,95,80,0,1
100,85,76,46,80,30,95,26,74,62,0
88,15,87,91,26,18,100,39,62,50,1
62,36,47,83,11,49,82,11,90,30,1
52,50,44,0,76,21,28,96,13,56,-1
48,42,85,90,2,7,46,55,57,1,-1
37,74,83,0,17,97,92,84,32,17,-1
28,89,56,44,6,28,46,10,67,23,0
6,82,10,10,15,1,69,94,80,10,1
71,52,38,70,16,19,42,66,19,67,1
19,100,81,53,1,86,60,80,41,91,0
93,30,60,42,91,80,81,2,86,5,0
9,30,6,90,51,64,42,39,0,76,0
24,8,65,90,30,92,47,30,58,66,0
16,5,76,4,42,16,38,8,74,49,0
33,12,16,89,93,78,72,91,69,23,0
24,56,62,41,13,72,36,5,76,51,-1
97,71,34,35,46,81,28,11,50,10,-1
100,35,9,96,16,16,77,69,56,10,0
26,39,66,12,32,0,30,25,12,4,0
83,10,32,41,56,98,60,67,88,45,1
31,5,82,78,21,60,29,80,47,39,0
17,95,65,92,29,16,59,76,14,86,1
38,90,42,29,36,85,88,77,45,52,1
57,85,35,9,92,71,41,72,0,72,1
4,30,7,100,41,5,30,29,100,98,-1
25,7,39,36,39,82,93,47,77,85,-1
82,73,60,47,55,14,59,96,57,67,1
89,33,95,39,77,18,100,73,4,33,-1
54,31,30,72,45,77,27,54,66,28,1
83,62,29,73,0,85,76,77,37,57,1
85,81,20,18,74,88,91,98,11,62,0
6,1,78,82,64,44,33,74,3,34,1
74,65,64,31,30,37,64,57,80,78,-1
1,46,10,17,28,82,35,93,29,81,-1
38,53,45,89,76,78,52,91,68,10,0
32,22,65,35,26,17,70,49,76,89,0
93,18,91,51,78,54,33,38,26,62,-1
5,0,53,47,62,18,18,20,26,7,1
36,89,52,31,87,92,67,73,85,11,-1
64,94,75,99,22,79,81,5,88,2,0
50,31,12,48,50,30,34,38,69,92,1
46,37,94,93,60,97,72,4,77,50,-1
53,46,93,68,84,30,78,23,78,16,1
32,82,4,97,41,28,25,77,33,73,1
37,100,22,55,72,75,98,47,93,56,0
33,34,80,35,89,59,14,14,52,47,-1
77,62,70,95,77,75,35,44,65,91,1
20,67,96,16,73,26,2,50,71,29,0
54,78,47,9,58,6,97,67,50,19,-1
25,53,41,61,78,34,92,15,19,45,-1
17,43,52,50,50,20,71,4,26,69,0
100,9,52,64,29,15,62,54,35,38,1
68,58,22,16,88,76,32,62,13,81,0
49,2,73,70,75,44,29,68,47,47,-1
41,56,33,6,78,80,27,55,86,91,-1
20,39,89,75,60,84,97,66,43,21,0
27,3,96,22,26,45,11,33,40,11,1
72,79,14,49,84,99,5,97,11,69,1
68,75,84,54,94,74,60,61,85,96,0
79,71,5,61,13,33,42,91,83,53,1
39,21,56,59,1,77,72,21,82,85,-1
75,4,81,46,79,60,86,92,82,12,-1
35,79,73,53,74,48,47,94,78,41,0
21,9,23,13,100,37,99,43,73,38,0
48,39,13,31,8,16,54,47,19,20,1
68,43,92,53,58,87,27,90,7,81,-1
62,41,5,75,14,28,19,55,31,67,1
74,58,63,8,93,74,2,66,8,31,-1
33,17,34,70,40,11,52,78,3,49,-1
100,10,66,82,0,68,60,20,15,4,-1
8,73,0,89,42,55,32,29,88,35,1
40,15,78,74,56,26,79,4,74,78,0
47,73,52,62,93,26,38,26,17,3,0
36,21,43,39,8,50,19,8,52,9,1
22,100,87,19,43,30,33,18,56,87,1
88,1,62,91,72,37,98,37,52,21,1
12,68,68,98,30,74,95,23,40,14,-1
91,76,1,5,17,26,93,10,75,81,0
95,62,80,98,36,89,24,11,30,12,1
65,16,74,72,24,14,76,56,86,54,0
84,42,50,59,67,53,19,30,64,60,-1
57,83,16,32,68,27,53,4,11,5,0
0,89,12,78,100,84,100,100,58,59,0
66,41,10,72,61,37,80,32,46,38,0
32,25,37,11,97,5,44,81,92,85,0
58,27,30,38,76,32,98,33,60,65,0
0,52,42,99,14,13,67,14,61,67,1
87,41,97,70,61,82,16,67,1,46,-1
25,83,94,33,84,41,98,29,12,42,0
68,89,35,47,76,21,79,90,45,99,-1
86,41,49,75,79,59,61,80,49,26,1
5,35,39,69,45,28,73,24,12,96,0
93,20,34,77,88,29,86,85,46,7,0
11,55,68,47,1,27,25,62,30,23,1
23,19,82,63,51,21,11,61,93,40,-1
88,33,50,31,25,59,95,82,39,15,-1
76,45,48,38,40,8,15,0,64,79,-1
9,42,3,79,5,23,70,33,94,16,1
5,28,15,81,42,54,78,83,45,94,-1
48,79,73,83,10,94,14,89,42,81,1
31,66,47,82,22,31,96,15,75,85,-1
52,49,87,87,39,90,13,50,58,75,1
15,16,34,22,27,48,70,71,89,24,0
19,50,5,25,42,91,38,59,91,84,0
73,36,17,35,69,16,0,20,49,27,-1
93,56,5,14,37,0,67,1,58,90,1
19,18,71,79,4,31,47,45,56,97,0
27,15,84,35,21,60,43,52,67,12,1
98,72,96,63,55,89,70,32,12,54,1
41,67,45,28,84,64,54,1,57,88,0
